flight_number,treasure_position,treasure_crumbs,average_crumbs,evaluation_seconds,update_seconds,overhead_seconds
0,"[2.351563034243185, -8.802211141216794]",16.332292915933717,20.062080850467275,0.04427606999888667,0.0,7.410699981846847e-05
1,"[2.351563034243185, -8.802211141216794]",16.332292915933717,19.039465119523086,0.04361450300348224,5.6849999964470044e-05,6.928699804120697e-05
2,"[2.406424404756348, -4.7938191574933136]",12.595887122483926,17.460860231894337,0.05878523800129187,6.369599941535853e-05,7.423199713230133e-05
3,"[2.406424404756348, -4.7938191574933136]",12.595887122483926,15.835947132763888,0.039957775003131246,6.248400313779712e-05,0.00022710199118591845
4,"[1.0758455602081085, -2.7192069263995884]",8.075973791021415,12.580005344559652,0.03561826900113374,6.294699778663926e-05,6.264500188990496e-05
5,"[1.0758455602081085, -2.7192069263995884]",8.075973791021415,10.417615753614786,0.03619917900141445,5.1663999329321086e-05,5.739699918194674e-05
6,"[1.0758455602081085, -2.7192069263995884]",8.075973791021415,10.417615753614786,0.035669114000484115,4.989700028090738e-05,5.612099630525336e-05
7,"[1.0758455602081085, -2.7192069263995884]",8.075973791021415,10.20909542424247,0.030382670000108192,5.266299922368489e-05,5.8432000514585525e-05
8,"[1.0758455602081085, -2.7192069263995884]",8.075973791021415,10.20909542424247,0.06274776100326562,5.382099698181264e-05,5.2770999900531024e-05
9,"[1.4913707784298045, -0.2192690710517584]",5.889954819415099,9.071364202830448,0.08819631100050174,6.14079981460236e-05,7.667300087632611e-05
10,"[1.4913707784298045, -0.2192690710517584]",5.889954819415099,9.071364202830448,0.13559406099739135,5.7720000768313184e-05,5.52890014660079e-05
